A58|Benko gambit|Nd2 variation|d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 Nf3 g6 Nd2 
A58|Benko gambit|fianchetto variation|d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 Nf3 g6 g3 
A59|Benko gambit|7.e4|d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 e4 
A59|Benko gambit|Ne2 variation|d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 e4 Bxf1 Kxf1 g6 Nge2 
A59|Benko gambit||d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 e4 Bxf1 Kxf1 g6 g3 
A59|Benko gambit|main line|d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 e4 Bxf1 Kxf1 g6 g3 Bg7 Kg2 O-O Nf3 
A60|Benoni defence||d4 Nf6 c4 c5 d5 e6 
A61|Benoni defence||d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 
A61|Benoni|Uhlmann variation|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Bg5 
A61|Benoni|Nimzovich (knight's tour) variation|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Nd2 
A61|Benoni|fianchetto variation|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 
A62|Benoni|fianchetto variation|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 Bg7 Bg2 O-O 
A63|Benoni|fianchetto, 9...Nbd7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 Bg7 Bg2 O-O O-O Nbd7 
A64|Benoni|fianchetto, 11...Re8|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 Bg7 Bg2 O-O O-O Nbd7 Nd2 a6 a4 Re8 
A65|Benoni|6.e4|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 
A66|Benoni|pawn storm variation|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 
A66|Benoni|Mikenas variation|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 e5 
A67|Benoni|Taimanov variation|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Bb5+ 
A68|Benoni|four pawns attack|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Nf3 O-O 
A69|Benoni|four pawns attack, main line|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Nf3 O-O Be2 Re8 
A70|Benoni|classical with e4 and Nf3|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 
A70|Benoni|classical without 9.O-O|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 
A71|Benoni|classical, 8.Bg5|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Bg5 
A72|Benoni|classical without 9.O-O|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O 
A73|Benoni|classical, 9.O-O|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O 
A74|Benoni|classical, 9...a6, 10.a4|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O a6 a4 
A75|Benoni|classical with ...a6 and 10...Bg4|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O a6 a4 Bg4 
A76|Benoni|classical, 9...Re8|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8 
A77|Benoni|classical, 9...Re8, 10.Nd2|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8 Nd2 
A78|Benoni|classical with ...Re8 and ...Na6|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8 Nd2 Na6 
A79|Benoni|classical, 11.f3|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8 Nd2 Na6 f3 
A80|Dutch||d4 f5 
A80|Dutch, Spielmann gambit||d4 f5 Nc3 Nf6 g4 
A80|Dutch, Manhattan (Alapin, Ulvestad) variation||d4 f5 Qd3 
A80|Dutch, Von Pretzel gambit||d4 f5 Qd3 e6 g4 
A80|Dutch, Korchnoi attack||d4 f5 h3 
A80|Dutch, Krejcik gambit||d4 f5 g4 
A80|Dutch, 2.Bg5 variation||d4 f5 Bg5 
A81|Dutch defence||d4 f5 g3 
A81|Dutch defence, Blackburne variation||d4 f5 g3 Nf6 Bg2 e6 Nh3 
A81|Dutch defence||d4 f5 g3 Nf6 Bg2 g6 
A81|Dutch|Leningrad, Basman system|d4 f5 g3 g6 Bg2 Bg7 Nf3 c6 O-O Nh6 
A81|Dutch|Leningrad, Karlsbad variation|d4 f5 g3 g6 Bg2 Bg7 Nh3 
A82|Dutch|Staunton gambit|d4 f5 e4 
A82|Dutch|Balogh defence|d4 f5 e4 d6 
A82|Dutch|Staunton gambit|d4 f5 e4 fxe4 
